SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,MonthlyDataUsageGB,NumberOfComplaints,SatisfactionScore,AvgCallDuration,Gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-0.966712755452636,0.7672276606267021,-0.7580823765085816,-0.0828227170178693,0.4101596109924781,1.0291405267407074,-1.6761107608398358,-1.2646994608845783,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.966712755452636,-0.9251420605391169,-1.338050115249818,-1.0793705623034968,0.7969866127156391,-1.3784699366193955,1.3114340933717745,-0.930936112372381,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,No
1.0344334388468663,0.7672276606267021,1.7269893707454085,1.8874857160420542,-1.7577144932591362,-1.7224142885279816,1.3114340933717745,2.280318487964504e-16,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
1.0344334388468663,-0.1514873308633139,-0.5406385986238572,-0.4876141349133562,0.0,1.7170292305578796,-0.18233833373403058,-1.0079584235675034,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,No
1.0344334388468663,1.685942652116718,-1.72351863059092,-0.555795182755169,0.9134827753967452,0.0,1.3114340933717745,1.0331328231032413,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
1.0344334388468663,0.3804002957888006,-0.8113843415420122,-0.3288209156706404,-0.8332128945462535,-1.3784699366193955,-1.6761107608398358,-0.6806136009882332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,0.0,0.0,-1.2505965772819263,0.0,0.0,-3.316841084246136e-16,2.280318487964504e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,No
-0.966712755452636,-1.6020899490054443,1.5416679691391095,-0.9444330024288372,-0.22982251348001007,0.0,-0.18233833373403058,-0.5458245563967689,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
1.0344334388468663,-0.4899612750964777,1.0453596059801449,0.21087616950676807,-0.05657181000554425,0.6851961748321213,0.564547879818872,-1.7332518539882398,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,1.4925289696977673,-0.6384177000427999,0.5314020419562226,-0.29404475700933813,1.0291405267407074,-1.3026676540633844,-0.47522077113457317,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,No
-0.966712755452636,-0.4899612750964777,-0.34543338893188896,-0.2814125765655396,-0.10660541833653217,0.6851961748321213,-0.18233833373403058,2.280318487964504e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,No
1.0344334388468663,-0.6350215369106907,-0.35108127926655724,-0.5910418131628294,0.0,-1.0345255847108095,1.3114340933717745,-0.3275946746772554,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,No
-0.966712755452636,-0.29654759267752695,-1.5932641597476358,-0.5169818973929707,-0.7518149347241982,0.0,-0.18233833373403058,0.8598326229142156,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
1.0344334388468663,0.04192635155563682,-0.27659972547812095,0.06181019104915537,0.9754647081052826,-1.0345255847108095,-0.9292245472869332,-1.2197697793540903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,-0.6350215369106907,0.6503602756992906,-0.1674071883912822,-1.5740090059543146,1.3730848786492935,-0.18233833373403058,0.7250435783227512,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,0.8155810812314398,1.3394028965288058,1.526498774272269,-0.9825669492656206,-0.0026925289850509857,-1.6761107608398358,0.29500234081665117,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.966712755452636,-0.6350215369106907,0.9320488061408652,-2.417178676754318e-16,-1.857781709921112,1.7170292305578796,-1.6761107608398358,-0.34043172654310905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,0.33204687518406295,1.5257832775728553,1.333777151788399,-0.14991809420514873,0.0,0.9379909865953233,2.280318487964504e-16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No
1.0344334388468663,-0.0064270690491008585,-1.0344760097614045,-0.4813419250082078,0.030800312005285442,-1.7224142885279816,-1.6761107608398358,2.280318487964504e-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Yes
-0.966712755452636,1.7342960727214558,0.3234886225803712,1.7911913477016566,1.5601858323316051,-0.3466368808936371,1.684877200148226,-1.8102741651833623,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,No
1.0344334388468663,0.9606413430456529,-1.1901459871106959,-0.4596443310820925,1.6722013733711305,-0.3466368808936371,1.684877200148226,-1.6883221724577517,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.966712755452636,-1.07020232235333,-0.6899546993466469,-1.0559879763943885,-0.5598949744098116,0.3412518229235351,1.684877200148226,-1.226188305287017,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,-1.07020232235333,0.6521252414288743,-0.6342669071871238,1.2764131283648075,-1.7224142885279816,-3.316841084246136e-16,-1.3930699795431156,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
-0.966712755452636,-0.1514873308633139,0.23029843205834657,-0.09105100594428438,0.13758846112963305,1.7170292305578796,1.684877200148226,1.2321071270239743,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.966712755452636,0.7188742400219644,-1.3592297040048236,-0.5204369282729254,-1.3641665590736036,-0.0026925289850509857,-0.5557814405104818,0.3206764445483586,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,-1.505383107795969,0.0,-1.2796879372911445,-1.6949857902770018,-1.7224142885279816,-3.316841084246136e-16,1.739170675725197,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Yes
1.0344334388468663,0.8639345018361775,0.4869244491398309,0.7633568689400088,0.1771672856302654,-0.3466368808936371,-1.6761107608398358,1.4182443790788535,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.966712755452636,0.0,0.0,-1.3030120534468999,0.0,0.0,-3.316841084246136e-16,2.280318487964504e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,No
-0.966712755452636,1.2024084460693412,1.5137815106116856,2.2189560632327803,0.0,1.0291405267407074,-1.3026676540633844,0.6865324227251903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,No
-0.966712755452636,-0.3932544338870023,-0.17140776799492657,-0.27454503826261445,1.3540772368188783,-1.7224142885279816,-0.9292245472869332,-0.6485209713235989,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-0.966712755452636,1.0573481842551282,-0.5805268241124513,0.19433986017209276,0.31158593487769587,-1.0345255847108095,1.684877200148226,0.3142579186154316,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.966712755452636,0.42875371639353826,0.4406823470247353,0.6782302234900494,-1.2775412073363708,1.7170292305578796,-1.6761107608398358,0.8534140969812886,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes
-0.966712755452636,1.2024084460693412,-0.3782617515021479,0.5911368681545769,0.0,0.3412518229235351,0.9379909865953233,-1.5471146019333606,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
1.0344334388468663,1.3474687078835543,-0.9716432297882212,0.13460503397373852,-0.8720449487732888,0.0,-1.3026676540633844,0.03184277756664943,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.966712755452636,1.540882390302505,0.1491100084974914,1.4467353998344241,-1.2372156125621414,-1.7224142885279816,-1.3026676540633844,2.280318487964504e-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,1.250761866674079,-0.0637448584903149,0.9431460450686027,1.1502089521269425,1.7170292305578796,-0.5557814405104818,-0.12220184482359535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
1.0344334388468663,0.13863319276511218,0.1607587823127449,0.33730372255249325,1.8230489686376912,-1.7224142885279816,-1.6761107608398358,0.4811395928715303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,-1.4570296871912314,-0.10645702914624264,-0.9789514186356457,-0.9414945842177946,-0.3466368808936371,-0.5557814405104818,0.44904696320689597,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
1.0344334388468663,1.7342960727214558,1.590734016421539,3.0521394176499057,0.21823965067809137,-1.3784699366193955,-1.6761107608398358,-1.2390253571528709,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.0344334388468663,0.7188742400219644,-0.4237978673254099,0.20223327687475856,0.5699684495422007,-1.0345255847108095,-1.3026676540633844,-1.8680408985797041,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
-0.966712755452636,-0.7317283781201661,0.4315045252308993,-0.32197995452833017,0.7215628150823585,0.3412518229235351,1.684877200148226,-0.8731693789760393,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.966712755452636,-0.19984075146805158,1.0347698116026423,0.3060383508049653,0.6364310038923194,0.0,-1.3026676540633844,2.280318487964504e-16,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.966712755452636,-1.2152625841675428,-0.5215769687443522,-2.417178676754318e-16,0.4594464490498694,1.3730848786492935,-0.9292245472869332,0.3591876001459199,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.966712755452636,-1.6504433696101821,1.6510958443733053,-1.3030120534468999,-0.02894130988246142,1.0291405267407074,-0.18233833373403058,0.6351842152617752,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,No
1.0344334388468663,1.1057016048598658,0.22147360341042757,1.1359899224913024,1.4504106021128704,0.0,-1.6761107608398358,0.1281206665605525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
-0.966712755452636,-0.4899612750964777,0.480570572513329,-0.17217513100561954,-0.08868293177020828,-0.6905812328022233,-3.316841084246136e-16,1.3668961716154382,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
1.0344334388468663,-1.021848901748592,0.09580804346406095,-2.417178676754318e-16,-1.2454300855717069,-1.7224142885279816,0.564547879818872,-1.9129705801101922,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
1.0344334388468663,-1.1669091635628053,0.13569626895265466,-0.9179621504562615,-0.5606417446834083,0.0,0.9379909865953233,-0.9951213717016497,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No
1.0344334388468663,-0.5866681163059531,0.3905573203045553,-0.3721629492016408,-0.7092490291291788,0.3412518229235351,0.1911047730424207,-0.49447634893335385,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,No
1.0344334388468663,0.7672276606267021,-0.49227853763326124,0.07960625779698334,0.21973319122528498,-0.6905812328022233,0.564547879818872,2.280318487964504e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
-0.966712755452636,-0.5383146957012154,1.0245330103710564,0.07534328123433161,0.9911468838508164,1.7170292305578796,-0.9292245472869332,-1.1363289422260408,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,No
-0.966712755452636,-1.021848901748592,-0.8456246766959379,-1.0077504298780984,-0.9026625299907592,-0.6905812328022233,0.9379909865953233,-1.566370179732141,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
-0.966712755452636,-0.7800817987249038,0.13922620041182207,-0.436134174802032,1.097188262701567,0.0,0.564547879818872,-0.35326877840896276,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,0.7672276606267021,1.1724371385101788,1.6409984976339662,-1.7786240609198474,0.3412518229235351,1.3114340933717745,1.4888481643410492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.966712755452636,-0.4899612750964777,-1.4983090034960271,-1.081608359227283,-1.7330710742304405,0.0,0.1911047730424207,0.25649118521908987,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
-0.966712755452636,-1.4570296871912314,0.4311515320849829,-0.9819493223530217,0.574449071183782,-1.7224142885279816,0.9379909865953233,-0.6613580231894526,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No
-0.966712755452636,0.18698661336984987,0.0,-0.6272717985132462,-1.5456317355576348,0.3412518229235351,-0.18233833373403058,-1.6947406983906785,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes
-0.966712755452636,-1.7471502108196575,-1.1061336183825068,-1.3030120534468999,-0.9317865706610358,0.6851961748321213,-3.316841084246136e-16,-0.9758657939028691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.966712755452636,-0.7317283781201661,-0.4516843258528339,-0.6952455445022617,0.5677281387214106,-1.7224142885279816,0.564547879818872,-0.7897285418479899,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Yes
-0.966712755452636,1.7342960727214558,0.236652308684848,1.5921496764235308,0.879131342811291,0.0,0.9379909865953233,-0.025923955829692303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,No
1.0344334388468663,-1.505383107795969,1.5144874969035191,-0.9836289989038919,0.9030279915663897,0.3412518229235351,1.3114340933717745,2.280318487964504e-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
1.0344334388468663,-0.9251420605391169,0.11804661165681667,-0.5432401320806262,1.2263795200338197,1.0291405267407074,0.564547879818872,-0.025923955829692303,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.966712755452636,1.540882390302505,0.12016457053231731,1.0225107620972227,-0.16261318885629483,0.6851961748321213,-0.9292245472869332,-0.6806136009882332,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,No
